make,model,year,engine_size,mileage,fuel_type,transmission,price,source
Isuzu,D-Max,2018.0,1.9,3000.0,Diesel,Automatic,34799.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3090.0,Diesel,Automatic,31800.0,dvm_car
Isuzu,D-Max,2017.0,1.9,33396.0,Diesel,Automatic,26274.0,dvm_car
Isuzu,D-Max,2012.0,2.5,66165.0,Diesel,Manual,13200.0,dvm_car
Isuzu,D-Max,2014.0,2.5,48935.0,Diesel,Automatic,15990.0,dvm_car
Isuzu,D-Max,2015.0,2.5,35095.0,Diesel,Manual,14394.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1724.0,Diesel,Manual,22740.0,dvm_car
Isuzu,D-Max,2017.0,2.5,7458.0,Diesel,Manual,24576.0,dvm_car
Isuzu,D-Max,2015.0,2.5,14836.0,Diesel,Manual,15234.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Automatic,28625.0,dvm_car
Isuzu,D-Max,2016.0,2.5,18600.0,Diesel,Manual,19197.0,dvm_car
Isuzu,D-Max,2016.0,2.5,8427.0,Diesel,Automatic,24594.0,dvm_car
Isuzu,D-Max,2016.0,2.5,11642.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,30500.0,Diesel,Automatic,26370.0,dvm_car
Isuzu,D-Max,2014.0,2.5,91015.0,Diesel,Manual,11995.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,27875.0,dvm_car
Isuzu,D-Max,2016.0,2.5,28000.0,Diesel,Manual,19800.0,dvm_car
Isuzu,D-Max,2015.0,2.5,40737.0,Diesel,Manual,18600.0,dvm_car
Isuzu,D-Max,2014.0,2.5,49519.0,Diesel,Manual,17984.0,dvm_car
Isuzu,D-Max,2012.0,2.5,46629.0,Diesel,Manual,15588.0,dvm_car
Isuzu,D-Max,2016.0,2.5,26691.0,Diesel,Automatic,19950.0,dvm_car
Isuzu,D-Max,2017.0,1.9,19491.0,Diesel,Automatic,25794.0,dvm_car
Isuzu,D-Max,2017.0,2.5,11939.0,Diesel,Manual,22794.0,dvm_car
Isuzu,D-Max,2012.0,2.5,80000.0,Diesel,Manual,10650.0,dvm_car
Isuzu,D-Max,2017.0,2.5,13075.0,Diesel,Manual,20994.0,dvm_car
Isuzu,D-Max,2014.0,2.5,26000.0,Diesel,Manual,14950.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5250.0,Diesel,Automatic,30594.0,dvm_car
Isuzu,D-Max,2016.0,2.5,51469.0,Diesel,Automatic,18995.0,dvm_car
Isuzu,D-Max,2015.0,2.5,49228.0,Diesel,Manual,18495.0,dvm_car
Isuzu,D-Max,2016.0,2.5,20000.0,Diesel,Automatic,21750.0,dvm_car
Isuzu,D-Max,2016.0,2.5,16950.0,Diesel,Automatic,21995.0,dvm_car
Isuzu,D-Max,2015.0,2.5,30000.0,Diesel,Manual,19194.0,dvm_car
Isuzu,D-Max,2013.0,2.5,67000.0,Diesel,Manual,16200.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1500.0,Diesel,Manual,27600.0,dvm_car
Isuzu,D-Max,2016.0,2.5,1600.0,Diesel,Automatic,19000.0,dvm_car
Isuzu,D-Max,2014.0,2.5,99400.0,Diesel,Manual,11994.0,dvm_car
Isuzu,D-Max,2015.0,2.5,115000.0,Diesel,Automatic,11988.0,dvm_car
Isuzu,D-Max,2014.0,2.5,70945.0,Diesel,Manual,13794.0,dvm_car
Isuzu,D-Max,2014.0,2.5,35270.0,Diesel,Automatic,15495.0,dvm_car
Isuzu,D-Max,2013.0,2.5,42281.0,Diesel,Automatic,15599.0,dvm_car
Isuzu,D-Max,2016.0,2.5,42329.0,Diesel,Manual,19200.0,dvm_car
Isuzu,D-Max,2015.0,2.5,33672.0,Diesel,Manual,13200.0,dvm_car
Isuzu,D-Max,2018.0,1.9,20.0,Diesel,Manual,25188.0,dvm_car
Isuzu,D-Max,2015.0,2.5,19393.0,Diesel,Manual,17388.0,dvm_car
Isuzu,D-Max,2017.0,1.9,12400.0,Diesel,Automatic,26340.0,dvm_car
Isuzu,D-Max,2018.0,1.9,11250.0,Diesel,Manual,21480.0,dvm_car
Isuzu,D-Max,2017.0,1.9,6410.0,Diesel,Manual,23388.0,dvm_car
Isuzu,D-Max,2015.0,2.5,30000.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,24000.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2015.0,2.5,18500.0,Diesel,Manual,22999.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5000.0,Diesel,Manual,21570.0,dvm_car
Isuzu,D-Max,2017.0,1.9,13631.0,Diesel,Manual,25800.0,dvm_car
Isuzu,D-Max,2014.0,2.5,107000.0,Diesel,Manual,12000.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Automatic,26999.0,dvm_car
Isuzu,D-Max,2013.0,2.5,66000.0,Diesel,Manual,10995.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5000.0,Diesel,Automatic,26388.0,dvm_car
Isuzu,D-Max,2015.0,2.5,32357.0,Diesel,Manual,21354.0,dvm_car
Isuzu,D-Max,2017.0,2.5,7800.0,Diesel,Manual,23394.0,dvm_car
Isuzu,D-Max,2013.0,2.5,45003.0,Diesel,Manual,15600.0,dvm_car
Isuzu,D-Max,2013.0,2.5,50400.0,Diesel,Manual,17400.0,dvm_car
Isuzu,D-Max,2015.0,2.5,72000.0,Diesel,Manual,16798.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1768.0,Diesel,Manual,23394.0,dvm_car
Isuzu,D-Max,2015.0,2.5,18220.0,Diesel,Manual,10000.0,dvm_car
Isuzu,D-Max,2013.0,2.5,70143.0,Diesel,Automatic,13750.0,dvm_car
Isuzu,D-Max,2014.0,2.5,50504.0,Diesel,Automatic,16554.0,dvm_car
Isuzu,D-Max,2014.0,2.5,30000.0,Diesel,Manual,17100.0,dvm_car
Isuzu,D-Max,2016.0,2.5,56170.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,3000.0,Diesel,Automatic,31194.0,dvm_car
Isuzu,D-Max,2014.0,2.5,45373.0,Diesel,Manual,17388.0,dvm_car
Isuzu,D-Max,2015.0,2.5,29000.0,Diesel,Manual,16980.0,dvm_car
Isuzu,D-Max,2015.0,2.5,35000.0,Diesel,Manual,19188.0,dvm_car
Isuzu,D-Max,2015.0,2.5,26000.0,Diesel,Manual,16794.0,dvm_car
Isuzu,D-Max,2016.0,2.5,17000.0,Diesel,Manual,20394.0,dvm_car
Isuzu,D-Max,2013.0,2.5,49500.0,Diesel,Manual,16794.0,dvm_car
Isuzu,D-Max,2013.0,2.5,110481.0,Diesel,Manual,11995.0,dvm_car
Isuzu,D-Max,2017.0,1.9,8000.0,Diesel,Automatic,25194.0,dvm_car
Isuzu,D-Max,2014.0,2.5,56000.0,Diesel,Manual,17640.0,dvm_car
Isuzu,D-Max,2014.0,2.5,29828.0,Diesel,Manual,19194.0,dvm_car
Isuzu,D-Max,2018.0,1.9,500.0,Diesel,Automatic,30954.0,dvm_car
Isuzu,D-Max,2015.0,2.5,27000.0,Diesel,Automatic,21594.0,dvm_car
Isuzu,D-Max,2013.0,2.5,56000.0,Diesel,Manual,14995.0,dvm_car
Isuzu,D-Max,2017.0,2.5,12561.0,Diesel,Manual,21300.0,dvm_car
Isuzu,D-Max,2014.0,2.5,30526.0,Diesel,Manual,16560.0,dvm_car
Isuzu,D-Max,2013.0,2.5,64000.0,Diesel,Manual,16794.0,dvm_car
Isuzu,D-Max,2017.0,2.5,105.0,Diesel,Manual,29940.0,dvm_car
Isuzu,D-Max,2013.0,2.5,96200.0,Diesel,Automatic,12995.0,dvm_car
Isuzu,D-Max,2015.0,2.5,36682.0,Diesel,Automatic,20394.0,dvm_car
Isuzu,D-Max,2017.0,1.9,2000.0,Diesel,Manual,20400.0,dvm_car
Isuzu,D-Max,2014.0,2.5,23044.0,Diesel,Manual,18600.0,dvm_car
Isuzu,D-Max,2014.0,2.5,78711.0,Diesel,Automatic,14400.0,dvm_car
Isuzu,D-Max,2017.0,2.5,13160.0,Diesel,Manual,25198.0,dvm_car
Isuzu,D-Max,2017.0,2.5,14000.0,Diesel,Manual,12999.0,dvm_car
Isuzu,D-Max,2014.0,2.5,74910.0,Diesel,Manual,13989.0,dvm_car
Isuzu,D-Max,2013.0,2.5,75183.0,Diesel,Manual,13800.0,dvm_car
Isuzu,D-Max,2017.0,1.9,3234.0,Diesel,Automatic,24960.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5412.0,Diesel,Manual,22794.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3000.0,Diesel,Automatic,29999.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3000.0,Diesel,Manual,20399.0,dvm_car
Isuzu,D-Max,2015.0,2.5,4319.0,Diesel,Manual,23994.0,dvm_car
Isuzu,D-Max,2017.0,2.5,5106.0,Diesel,Manual,22188.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2000.0,Diesel,Manual,23999.0,dvm_car
Isuzu,D-Max,2013.0,2.5,24350.0,Diesel,Manual,11750.0,dvm_car
Isuzu,D-Max,2016.0,2.5,18500.0,Diesel,Automatic,22794.0,dvm_car
Isuzu,D-Max,2018.0,1.9,200.0,Diesel,Automatic,23490.0,dvm_car
Isuzu,D-Max,2017.0,1.9,8173.0,Diesel,Manual,22194.0,dvm_car
Isuzu,D-Max,2017.0,1.9,1500.0,Diesel,Automatic,32399.0,dvm_car
Isuzu,D-Max,2017.0,2.5,3000.0,Diesel,Automatic,35999.0,dvm_car
Isuzu,D-Max,2016.0,2.5,19335.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2017.0,1.9,9700.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2012.0,2.5,39275.0,Diesel,Automatic,13495.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Manual,26999.0,dvm_car
Isuzu,D-Max,2018.0,1.9,120.0,Diesel,Automatic,24720.0,dvm_car
Isuzu,D-Max,2017.0,1.9,50.0,Diesel,Manual,21594.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5000.0,Diesel,Automatic,31194.0,dvm_car
Isuzu,D-Max,2017.0,1.9,6000.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2017.0,2.5,5565.0,Diesel,Automatic,47994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,10309.0,Diesel,Manual,24671.0,dvm_car
Isuzu,D-Max,2017.0,2.5,24000.0,Diesel,Manual,21594.0,dvm_car
Isuzu,D-Max,2017.0,1.9,25000.0,Diesel,Automatic,25194.0,dvm_car
Isuzu,D-Max,2012.0,2.5,49846.0,Diesel,Automatic,13789.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3500.0,Diesel,Automatic,27594.0,dvm_car
Isuzu,D-Max,2013.0,2.5,62800.0,Diesel,Manual,14995.0,dvm_car
Isuzu,D-Max,2017.0,2.5,11507.0,Diesel,Manual,22000.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3403.0,Diesel,Automatic,28194.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1000.0,Diesel,Manual,23100.0,dvm_car
Isuzu,D-Max,2018.0,1.9,5.0,Diesel,Manual,33599.0,dvm_car
Isuzu,D-Max,2014.0,2.5,75000.0,Diesel,Manual,16380.0,dvm_car
Isuzu,D-Max,2017.0,1.9,17710.0,Diesel,Automatic,26028.0,dvm_car
Isuzu,D-Max,2016.0,2.5,42933.0,Diesel,Manual,20400.0,dvm_car
Isuzu,D-Max,2017.0,1.9,4000.0,Diesel,Manual,22490.0,dvm_car
Isuzu,D-Max,2016.0,2.5,31131.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2017.0,2.5,25659.0,Diesel,Manual,20994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,17046.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2015.0,2.5,29800.0,Diesel,Automatic,17500.0,dvm_car
Isuzu,D-Max,2014.0,2.5,104975.0,Diesel,Manual,14994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,14326.0,Diesel,Manual,19788.0,dvm_car
Isuzu,D-Max,2017.0,1.9,3688.0,Diesel,Manual,22606.0,dvm_car
Isuzu,D-Max,2014.0,2.5,33387.0,Diesel,Manual,16794.0,dvm_car
Isuzu,D-Max,2015.0,2.5,38627.0,Diesel,Manual,23999.0,dvm_car
Isuzu,D-Max,2013.0,2.5,29000.0,Diesel,Manual,15594.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,27816.0,dvm_car
Isuzu,D-Max,2015.0,2.5,28000.0,Diesel,Manual,22200.0,dvm_car
Isuzu,D-Max,2012.0,2.5,99899.0,Diesel,Manual,9450.0,dvm_car
Isuzu,D-Max,2016.0,2.5,17450.0,Diesel,Manual,19194.0,dvm_car
Isuzu,D-Max,2015.0,2.5,34000.0,Diesel,Automatic,19140.0,dvm_car
Isuzu,D-Max,2016.0,2.5,11895.0,Diesel,Manual,21594.0,dvm_car
Isuzu,D-Max,2013.0,2.5,63602.0,Diesel,Manual,16200.0,dvm_car
Isuzu,D-Max,2016.0,2.5,21000.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,22799.0,dvm_car
Isuzu,D-Max,2018.0,1.9,568.0,Diesel,Automatic,32394.0,dvm_car
Isuzu,D-Max,2012.0,2.5,52896.0,Diesel,Manual,10788.0,dvm_car
Isuzu,D-Max,2018.0,1.9,5000.0,Diesel,Automatic,30594.0,dvm_car
Isuzu,D-Max,2015.0,2.5,69000.0,Diesel,Automatic,15995.0,dvm_car
Isuzu,D-Max,2018.0,1.9,500.0,Diesel,Automatic,24540.0,dvm_car
Isuzu,D-Max,2013.0,2.5,60000.0,Diesel,Manual,14820.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1000.0,Diesel,Manual,26394.0,dvm_car
Isuzu,D-Max,2015.0,2.5,63417.0,Diesel,Automatic,19188.0,dvm_car
Isuzu,D-Max,2014.0,2.5,54000.0,Diesel,Automatic,16995.0,dvm_car
Isuzu,D-Max,2017.0,1.9,4476.0,Diesel,Automatic,24695.0,dvm_car
Isuzu,D-Max,2013.0,2.5,84000.0,Diesel,Automatic,14950.0,dvm_car
Isuzu,D-Max,2013.0,2.5,77887.0,Diesel,Manual,13995.0,dvm_car
Isuzu,D-Max,2012.0,2.5,44936.0,Diesel,Manual,13990.0,dvm_car
Isuzu,D-Max,2015.0,2.5,49378.0,Diesel,Manual,19200.0,dvm_car
Isuzu,D-Max,2015.0,2.5,13000.0,Diesel,Automatic,32394.0,dvm_car
Isuzu,D-Max,2015.0,2.5,28000.0,Diesel,Manual,17988.0,dvm_car
Isuzu,D-Max,2014.0,2.5,42537.0,Diesel,Manual,16794.0,dvm_car
Isuzu,D-Max,2014.0,2.5,21000.0,Diesel,Manual,15598.0,dvm_car
Isuzu,D-Max,2015.0,2.5,20150.0,Diesel,Manual,21000.0,dvm_car
Isuzu,D-Max,2016.0,2.5,23625.0,Diesel,Automatic,24588.0,dvm_car
Isuzu,D-Max,2014.0,2.5,32000.0,Diesel,Manual,13995.0,dvm_car
Isuzu,D-Max,2016.0,2.5,12000.0,Diesel,Manual,15996.0,dvm_car
Isuzu,D-Max,2015.0,2.5,19850.0,Diesel,Manual,18291.0,dvm_car
Isuzu,D-Max,2017.0,1.9,12541.0,Diesel,Automatic,27900.0,dvm_car
Isuzu,D-Max,2013.0,2.5,91000.0,Diesel,Manual,13995.0,dvm_car
Isuzu,D-Max,2014.0,2.5,105000.0,Diesel,Manual,12950.0,dvm_car
Isuzu,D-Max,2018.0,1.9,7.0,Diesel,Manual,23994.0,dvm_car
Isuzu,D-Max,2017.0,2.5,20.0,Diesel,Manual,22727.0,dvm_car
Isuzu,D-Max,2017.0,2.5,20.0,Diesel,Automatic,25878.0,dvm_car
Isuzu,D-Max,2017.0,1.9,1100.0,Diesel,Automatic,43194.0,dvm_car
Isuzu,D-Max,2017.0,2.5,20.0,Diesel,Automatic,27594.0,dvm_car
Isuzu,D-Max,2016.0,2.5,39897.0,Diesel,Manual,17984.0,dvm_car
Isuzu,D-Max,2017.0,2.5,12200.0,Diesel,Manual,23400.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2250.0,Diesel,Manual,32994.0,dvm_car
Isuzu,D-Max,2016.0,2.5,6500.0,Diesel,Automatic,29999.0,dvm_car
Isuzu,D-Max,2017.0,1.9,10704.0,Diesel,Manual,23994.0,dvm_car
Isuzu,D-Max,2018.0,1.9,106.0,Diesel,Manual,26388.0,dvm_car
Isuzu,D-Max,2015.0,2.5,52000.0,Diesel,Automatic,20394.0,dvm_car
Isuzu,D-Max,2014.0,2.5,51277.0,Diesel,Manual,15599.0,dvm_car
Isuzu,D-Max,2015.0,2.5,33000.0,Diesel,Automatic,19140.0,dvm_car
Isuzu,D-Max,2015.0,2.5,24960.0,Diesel,Automatic,18000.0,dvm_car
Isuzu,D-Max,2015.0,2.5,14500.0,Diesel,Manual,22074.0,dvm_car
Isuzu,D-Max,2016.0,2.5,12000.0,Diesel,Automatic,21594.0,dvm_car
Isuzu,D-Max,2014.0,2.5,64700.0,Diesel,Automatic,17880.0,dvm_car
Isuzu,D-Max,2015.0,2.5,56000.0,Diesel,Manual,17994.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3506.0,Diesel,Manual,21995.0,dvm_car
Isuzu,D-Max,2015.0,2.5,41330.0,Diesel,Automatic,19800.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Automatic,34799.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Manual,21250.0,dvm_car
Isuzu,D-Max,2017.0,1.9,17000.0,Diesel,Manual,24594.0,dvm_car
Isuzu,D-Max,2016.0,2.5,18500.0,Diesel,Automatic,20994.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5500.0,Diesel,Automatic,47400.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Manual,21995.0,dvm_car
Isuzu,D-Max,2017.0,1.9,7000.0,Diesel,Automatic,29394.0,dvm_car
Isuzu,D-Max,2014.0,2.5,19159.0,Diesel,Manual,22794.0,dvm_car
Isuzu,D-Max,2017.0,2.5,100.0,Diesel,Manual,23994.0,dvm_car
Isuzu,D-Max,2015.0,2.5,16653.0,Diesel,Automatic,22800.0,dvm_car
Isuzu,D-Max,2017.0,1.9,6328.0,Diesel,Automatic,25194.0,dvm_car
Isuzu,D-Max,2012.0,2.5,83000.0,Diesel,Automatic,10500.0,dvm_car
Isuzu,D-Max,2016.0,2.5,54000.0,Diesel,Manual,17995.0,dvm_car
Isuzu,D-Max,2016.0,2.5,40000.0,Diesel,Automatic,19500.0,dvm_car
Isuzu,D-Max,2017.0,1.9,3000.0,Diesel,Automatic,28794.0,dvm_car
Isuzu,D-Max,2017.0,2.5,6881.0,Diesel,Manual,24600.0,dvm_car
Isuzu,D-Max,2015.0,2.5,46876.0,Diesel,Manual,12828.0,dvm_car
Isuzu,D-Max,2015.0,2.5,32129.0,Diesel,Manual,18576.0,dvm_car
Isuzu,D-Max,2016.0,2.5,13508.0,Diesel,Manual,21240.0,dvm_car
Isuzu,D-Max,2017.0,1.9,100.0,Diesel,Manual,22194.0,dvm_car
Isuzu,D-Max,2017.0,2.5,24000.0,Diesel,Manual,26394.0,dvm_car
Isuzu,D-Max,2017.0,1.9,3009.0,Diesel,Manual,31554.0,dvm_car
Isuzu,D-Max,2017.0,1.9,12110.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2014.0,2.5,28745.0,Diesel,Manual,17640.0,dvm_car
Isuzu,D-Max,2013.0,2.5,52237.0,Diesel,Automatic,13990.0,dvm_car
Isuzu,D-Max,2014.0,2.5,29467.0,Diesel,Automatic,18597.0,dvm_car
Isuzu,D-Max,2018.0,1.9,4575.0,Diesel,Automatic,26394.0,dvm_car
Isuzu,D-Max,2013.0,2.5,47331.0,Diesel,Manual,16800.0,dvm_car
Isuzu,D-Max,2014.0,2.5,38000.0,Diesel,Manual,16890.0,dvm_car
Isuzu,D-Max,2016.0,2.5,6500.0,Diesel,Manual,27594.0,dvm_car
Isuzu,D-Max,2016.0,2.5,4950.0,Diesel,Automatic,26394.0,dvm_car
Isuzu,D-Max,2016.0,2.5,36030.0,Diesel,Automatic,21995.0,dvm_car
Isuzu,D-Max,2017.0,2.5,19600.0,Diesel,Manual,19554.0,dvm_car
Isuzu,D-Max,2017.0,,3250.0,Diesel,Manual,21180.0,dvm_car
Isuzu,D-Max,2015.0,2.5,25244.0,Diesel,Manual,19784.0,dvm_car
Isuzu,D-Max,2013.0,2.5,82430.0,Diesel,Manual,15599.0,dvm_car
Isuzu,D-Max,2017.0,,3000.0,Diesel,Manual,23994.0,dvm_car
Isuzu,D-Max,2014.0,2.5,28000.0,Diesel,Manual,14394.0,dvm_car
Isuzu,D-Max,2015.0,2.5,54000.0,Diesel,Automatic,15450.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2000.0,Diesel,Manual,24594.0,dvm_car
Isuzu,D-Max,2014.0,2.5,46000.0,Diesel,Manual,14394.0,dvm_car
Isuzu,D-Max,2013.0,2.5,72631.0,Diesel,Automatic,16800.0,dvm_car
Isuzu,D-Max,2015.0,2.5,31217.0,Diesel,Automatic,17989.0,dvm_car
Isuzu,D-Max,2016.0,2.5,10872.0,Diesel,Manual,22200.0,dvm_car
Isuzu,D-Max,2018.0,1.9,43.0,Diesel,Manual,23895.0,dvm_car
Isuzu,D-Max,2016.0,2.5,16289.0,Diesel,Automatic,20998.0,dvm_car
Isuzu,D-Max,2018.0,1.9,45.0,Diesel,Manual,24000.0,dvm_car
Isuzu,D-Max,2016.0,2.5,15519.0,Diesel,Manual,20000.0,dvm_car
Isuzu,D-Max,2017.0,2.5,18500.0,Diesel,Manual,20394.0,dvm_car
Isuzu,D-Max,2015.0,2.5,120000.0,Diesel,Manual,15950.0,dvm_car
Isuzu,D-Max,2015.0,2.5,76000.0,Diesel,Manual,17990.0,dvm_car
Isuzu,D-Max,2015.0,2.5,17000.0,Diesel,Automatic,21959.0,dvm_car
Isuzu,D-Max,2014.0,2.5,29934.0,Diesel,Automatic,19790.0,dvm_car
Isuzu,D-Max,2017.0,2.5,13821.0,Diesel,Automatic,34200.0,dvm_car
Isuzu,D-Max,2014.0,2.5,27396.0,Diesel,Manual,20394.0,dvm_car
Isuzu,D-Max,2015.0,2.5,50721.0,Diesel,Manual,15590.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1000.0,Diesel,Automatic,29397.0,dvm_car
Isuzu,D-Max,2018.0,1.9,5058.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2017.0,1.9,10828.0,Diesel,Manual,27000.0,dvm_car
Isuzu,D-Max,2017.0,1.9,100.0,Diesel,Manual,22194.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2500.0,Diesel,Manual,25788.0,dvm_car
Isuzu,D-Max,2016.0,2.5,28597.0,Diesel,Automatic,14999.0,dvm_car
Isuzu,D-Max,2014.0,2.5,39000.0,Diesel,Automatic,13950.0,dvm_car
Isuzu,D-Max,2013.0,2.5,72000.0,Diesel,Manual,13194.0,dvm_car
Isuzu,D-Max,2017.0,2.5,9614.0,Diesel,Manual,23700.0,dvm_car
Isuzu,D-Max,2015.0,2.5,24000.0,Diesel,Manual,19194.0,dvm_car
Isuzu,D-Max,2013.0,2.5,100500.0,Diesel,Manual,10793.0,dvm_car
Isuzu,D-Max,2017.0,1.9,1681.0,Diesel,Manual,26399.0,dvm_car
Isuzu,D-Max,2016.0,2.5,27420.0,Diesel,Manual,20400.0,dvm_car
Isuzu,D-Max,2014.0,2.5,58000.0,Diesel,Manual,18959.0,dvm_car
Isuzu,D-Max,2016.0,2.5,18000.0,Diesel,Manual,19074.0,dvm_car
Isuzu,D-Max,2013.0,2.5,59500.0,Diesel,Manual,15000.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2000.0,Diesel,Automatic,31200.0,dvm_car
Isuzu,D-Max,2015.0,2.5,28269.0,Diesel,Automatic,19999.0,dvm_car
Isuzu,D-Max,2017.0,1.9,7235.0,Diesel,Automatic,28794.0,dvm_car
Isuzu,D-Max,2014.0,2.5,41000.0,Diesel,Manual,12500.0,dvm_car
Isuzu,D-Max,2017.0,2.5,12286.0,Diesel,Automatic,26400.0,dvm_car
Isuzu,D-Max,2013.0,2.5,59500.0,Diesel,Manual,16200.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3000.0,Diesel,Automatic,28500.0,dvm_car
Isuzu,D-Max,2014.0,2.5,45000.0,Diesel,Manual,12495.0,dvm_car
Isuzu,D-Max,2017.0,1.9,14034.0,Diesel,Automatic,27594.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3200.0,Diesel,Manual,22194.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Automatic,30425.0,dvm_car
Isuzu,D-Max,2014.0,2.5,52157.0,Diesel,Manual,17400.0,dvm_car
Isuzu,D-Max,2017.0,1.9,2246.0,Diesel,Automatic,28794.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3000.0,Diesel,Manual,22794.0,dvm_car
Isuzu,D-Max,2015.0,2.5,27000.0,Diesel,Manual,19194.0,dvm_car
Isuzu,D-Max,2014.0,2.5,34000.0,Diesel,Automatic,16990.0,dvm_car
Isuzu,D-Max,2017.0,2.5,23273.0,Diesel,Automatic,25194.0,dvm_car
Isuzu,D-Max,2017.0,1.9,5000.0,Diesel,Manual,23394.0,dvm_car
Isuzu,D-Max,2018.0,1.9,10.0,Diesel,Automatic,29999.0,dvm_car
Isuzu,D-Max,2016.0,2.5,35856.0,Diesel,Manual,16500.0,dvm_car
Isuzu,D-Max,2014.0,2.5,20895.0,Diesel,Automatic,19799.0,dvm_car
Isuzu,D-Max,2017.0,1.9,4000.0,Diesel,Automatic,25699.0,dvm_car
Isuzu,D-Max,2016.0,2.5,21049.0,Diesel,Automatic,21900.0,dvm_car
Isuzu,D-Max,2018.0,1.9,2500.0,Diesel,Manual,27959.0,dvm_car
Isuzu,D-Max,2018.0,1.9,,Diesel,Automatic,35505.0,dvm_car
Isuzu,D-Max,2018.0,1.9,5688.0,Diesel,Manual,25194.0,dvm_car
Isuzu,D-Max,2018.0,1.9,1000.0,Diesel,Automatic,33588.0,dvm_car
Isuzu,D-Max,2015.0,2.5,45000.0,Diesel,Manual,16450.0,dvm_car
Isuzu,D-Max,2013.0,2.5,20582.0,Diesel,Manual,19794.0,dvm_car
Isuzu,D-Max,2014.0,2.5,33235.0,Diesel,Automatic,20100.0,dvm_car
Isuzu,D-Max,2015.0,2.5,21836.0,Diesel,Manual,16788.0,dvm_car
Isuzu,D-Max,2016.0,2.5,5600.0,Diesel,Automatic,24000.0,dvm_car
Isuzu,D-Max,2018.0,1.9,3000.0,Diesel,Automatic,29994.0,dvm_car
Isuzu,D-Max,2018.0,1.9,350.0,Diesel,Manual,29100.0,dvm_car
Isuzu,D-Max,2015.0,2.5,60000.0,Diesel,Manual,15930.0,dvm_car
Isuzu,D-Max,2015.0,2.5,103253.0,Diesel,Manual,11399.0,dvm_car
Isuzu,D-Max,2017.0,2.5,9128.0,Diesel,Automatic,23400.0,dvm_car
Isuzu,D-Max,2013.0,2.5,77758.0,Diesel,Automatic,14400.0,dvm_car
Isuzu,D-Max,2016.0,2.5,29000.0,Diesel,Manual,14489.0,dvm_car
Isuzu,D-Max,2014.0,2.5,8784.0,Diesel,Automatic,21950.0,dvm_car
Isuzu,D-Max,2015.0,2.5,16300.0,Diesel,Automatic,22794.0,dvm_car
