Maker, Genmodel,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price
Jaguar,XE,Blue,2017,Saloon,7844,2.0L,Automatic,Diesel,22830
Jaguar,XE,Blue,2017,Saloon,2337,2.0L,Automatic,Diesel,25190
Jaguar,XE,Grey,2015,Saloon,45410,2.0L,Automatic,Diesel,16990
Jaguar,XE,White,2017,Saloon,7601,2.0L,Automatic,Diesel,28995
Jaguar,XE,Red,2017,Saloon,7629,2.0L,Automatic,Petrol,27850
Jaguar,XE,Grey,2017,Saloon,5556,2.0L,Automatic,Diesel,23793
Jaguar,XE,,2015,Saloon,18058,2.0L,Automatic,Diesel,18892
Jaguar,XE,Black,2015,Saloon,8121,2.0L,Automatic,Petrol,20620
Jaguar,XE,Grey,2017,Saloon,12507,2.0L,Automatic,Diesel,25995
Jaguar,XE,Grey,2017,Saloon,8575,2.0L,Automatic,Diesel,24500
Jaguar,XE,,2017,Saloon,6755,2.0L,Automatic,Diesel,24750
Jaguar,XE,White,2017,Saloon,10844,2.0L,Automatic,Diesel,26250
Jaguar,XE,White,2015,Saloon,21890,3.0L,Automatic,Petrol,27950
Jaguar,XE,Blue,2016,Saloon,15496,2.0L,Automatic,Diesel,19997
Jaguar,XE,Blue,2015,Saloon,25218,2.0L,Automatic,Diesel,19000
Jaguar,XE,Blue,2017,Saloon,8205,2.0L,Automatic,Diesel,27880
Jaguar,XE,Black,2015,Saloon,29533,2.0L,Manual,Diesel,17000
Jaguar,XE,Red,2015,Saloon,17377,2.0L,Automatic,Petrol,21724
Jaguar,XE,Silver,2017,Saloon,11000,2.0L,Automatic,Diesel,24500
Jaguar,XE,Red,2017,Saloon,9086,2.0L,Automatic,Petrol,21990
Jaguar,XE,Grey,2015,Saloon,18559,2.0L,Automatic,Diesel,21000
Jaguar,XE,Blue,2018,Saloon,100,2.0L,Automatic,Diesel,26280
Jaguar,XE,Black,2016,Saloon,11593,2.0L,Automatic,Diesel,20995
Jaguar,XE,Red,2018,Saloon,5763,3.0L,Automatic,Petrol,40840
Jaguar,XE,Grey,2016,Saloon,12487,2.0L,Automatic,Petrol,25990
Jaguar,XE,Black,2016,Saloon,2770,2.0L,Automatic,Diesel,19995
Jaguar,XE,Grey,2017,Saloon,7836,2.0L,Automatic,Diesel,24500
Jaguar,XE,White,2017,Saloon,7114,2.0L,Automatic,Diesel,23991
Jaguar,XE,Black,2016,Saloon,11597,2.0L,Automatic,Diesel,21000
Jaguar,XE,Bronze,2017,Saloon,11609,2.0L,Automatic,Diesel,21691
Jaguar,XE,Black,2015,Saloon,15900,2.0L,Automatic,Petrol,19000
Jaguar,XE,Silver,2015,Saloon,30760,2.0L,Automatic,Diesel,16750
Jaguar,XE,Red,2017,Saloon,5442,2.0L,Automatic,Diesel,27990
Jaguar,XE,White,2015,Saloon,120000,2.0L,Automatic,Diesel,12989
Jaguar,XE,Red,2017,Saloon,7292,2.0L,Automatic,Diesel,23850
Jaguar,XE,Grey,2018,Saloon,7249,2.0L,Automatic,Diesel,24207
Jaguar,XE,Blue,2017,Saloon,4092,2.0L,Automatic,Diesel,31800
Jaguar,XE,Red,2016,Saloon,17000,2.0L,Automatic,Diesel,20980
Jaguar,XE,Red,2015,Saloon,35290,2.0L,Manual,Diesel,15999
Jaguar,XE,White,2017,Saloon,5309,2.0L,Automatic,Diesel,24945
Jaguar,XE,Blue,2017,Saloon,12813,2.0L,Automatic,Diesel,23500
Jaguar,XE,Silver,2017,Saloon,4573,2.0L,Automatic,Diesel,27990
Jaguar,XE,Blue,2018,Saloon,5915,2.0L,Automatic,Diesel,24840
Jaguar,XE,White,2017,Saloon,5392,2.0L,Automatic,Diesel,24990
Jaguar,XE,Blue,2016,Saloon,12572,3.0L,Automatic,Petrol,28991
Jaguar,XE,White,2018,Saloon,3000,2.0L,Automatic,Diesel,26500
Jaguar,XE,Grey,2016,Saloon,19219,2.0L,Automatic,Petrol,23980
Jaguar,XE,Grey,2018,Saloon,1 mile,2.0L,Automatic,Diesel,29679
Jaguar,XE,White,2016,Saloon,3456,2.0L,Automatic,Diesel,27250
Jaguar,XE,,2016,Saloon,11029,2.0L,Automatic,Diesel,22395
Jaguar,XE,Grey,2016,Saloon,12000,2.0L,Automatic,Diesel,21000
Jaguar,XE,Blue,2015,Saloon,22810,2.0L,Manual,Diesel,17999
Jaguar,XE,Black,2016,Saloon,10968,2.0L,Automatic,Diesel,22200
Jaguar,XE,Silver,2015,Saloon,23848,2.0L,Manual,Diesel,18752
Jaguar,XE,White,2016,Saloon,11009,2.0L,Automatic,Diesel,23450
Jaguar,XE,Silver,2017,Saloon,13640,2.0L,Automatic,Diesel,20990
Jaguar,XE,White,2016,Saloon,23750,2.0L,Automatic,Petrol,20750
Jaguar,XE,Grey,2016,Saloon,12000,3.0L,Automatic,Petrol,28795
Jaguar,XE,Red,2015,Saloon,6374,2.0L,Automatic,Diesel,19457
Jaguar,XE,,2016,Saloon,25150,2.0L,Automatic,Diesel,19495
Jaguar,XE,Black,2016,Saloon,10897,2.0L,Manual,Diesel,18495
Jaguar,XE,,2018,Saloon,20,2.0L,Automatic,Diesel,25000
Jaguar,XE,White,2016,Saloon,13650,3.0L,Automatic,Petrol,31600
Jaguar,XE,Silver,2015,Saloon,33541,2.0L,Automatic,Petrol,16640
Jaguar,XE,Black,2015,Saloon,81529,2.0L,Manual,Diesel,13000
Jaguar,XE,Red,2017,Saloon,4948,2.0L,Automatic,Diesel,24000
Jaguar,XE,,2016,Saloon,5130,2.0L,Automatic,Diesel,24995
Jaguar,XE,White,2017,Saloon,1260,2.0L,Automatic,Diesel,27500
Jaguar,XE,Black,2017,Saloon,16336,2.0L,Automatic,Diesel,20970
Jaguar,XE,Red,2015,Saloon,39875,2.0L,Automatic,Diesel,18000
Jaguar,XE,Silver,2015,Saloon,13062,2.0L,Automatic,Diesel,19600
Jaguar,XE,Black,2017,Saloon,9031,2.0L,Automatic,Diesel,23157
Jaguar,XE,Silver,2016,Saloon,11182,2.0L,Automatic,Diesel,17995
Jaguar,XE,Red,2017,Saloon,29093,2.0L,Manual,Diesel,21282
Jaguar,XE,Grey,2016,Saloon,13555,2.0L,Automatic,Diesel,22690
Jaguar,XE,Black,2015,Saloon,37769,2.0L,Manual,Diesel,16250
Jaguar,XE,Grey,2018,Saloon,3458,2.0L,Automatic,Diesel,26990
Jaguar,XE,Grey,2017,Saloon,15000,2.0L,Manual,Diesel,21100
Jaguar,XE,Grey,2017,Saloon,4902,2.0L,Automatic,Diesel,23612
Jaguar,XE,Red,2015,Saloon,40000,3.0L,Automatic,Petrol,24495
Jaguar,XE,Red,2016,Saloon,35004,2.0L,Automatic,Diesel,18900
Jaguar,XE,Blue,2017,Saloon,5800,2.0L,Automatic,Petrol,31990
Jaguar,XE,Black,2016,Saloon,34615,2.0L,Automatic,Diesel,19990
Jaguar,XE,,2016,Saloon,26970,2.0L,Automatic,Diesel,20500
Jaguar,XE,Red,2015,Saloon,13786,2.0L,Automatic,Petrol,19850
Jaguar,XE,Black,2017,Saloon,14796,2.0L,Automatic,Diesel,20699
Jaguar,XE,White,2015,Saloon,18954,2.0L,Manual,Diesel,17000
Jaguar,XE,Grey,2015,Saloon,72096,2.0L,Manual,Diesel,13000
Jaguar,XE,Blue,2015,Saloon,64671,2.0L,Automatic,Diesel,16150
Jaguar,XE,Black,2017,Saloon,10353,2.0L,Automatic,Diesel,22207
Jaguar,XE,Black,2015,Saloon,49140,2.0L,Automatic,Diesel,16495
Jaguar,XE,Grey,2017,Saloon,4133,2.0L,Automatic,Diesel,26812
Jaguar,XE,White,2015,Saloon,14164,2.0L,Automatic,Diesel,19992
Jaguar,XE,Blue,2015,Saloon,28440,2.0L,Automatic,Diesel,16799
Jaguar,XE,Red,2017,Saloon,13282,2.0L,Automatic,Diesel,23719
Jaguar,XE,Black,2015,Saloon,34000,2.0L,Automatic,Diesel,17495
Jaguar,XE,Grey,2018,Saloon,2651,2.0L,Automatic,Diesel,27607
Jaguar,XE,White,2017,Saloon,41,2.0L,Automatic,Diesel,26995
Jaguar,XE,Black,2015,Saloon,33950,2.0L,Automatic,Diesel,18000
Jaguar,XE,Silver,2015,Saloon,10267,2.0L,Automatic,Diesel,19975
Jaguar,XE,Blue,2015,Saloon,22000,2.0L,Automatic,Diesel,18400
Jaguar,XE,Grey,2017,Saloon,12462,2.0L,Automatic,Diesel,23801
Jaguar,XE,Grey,2018,Saloon,1048,2.0L,Automatic,Diesel,25950
Jaguar,XE,Grey,2018,Saloon,4024,2.0L,Automatic,Diesel,30000
Jaguar,XE,Red,2017,Saloon,3490,2.0L,Automatic,Petrol,24810
Jaguar,XE,Grey,2016,Saloon,12490,2.0L,Automatic,Diesel,21499
Jaguar,XE,Black,2015,Saloon,16558,2.0L,Automatic,Diesel,18900
Jaguar,XE,Red,2016,Saloon,12000,2.0L,Automatic,Petrol,21995
Jaguar,XE,Red,2017,Saloon,4500,2.0L,Automatic,Diesel,24000
Jaguar,XE,Black,2016,Saloon,11231,2.0L,Automatic,Diesel,22812
Jaguar,XE,Green,2015,Saloon,52181,2.0L,Automatic,Diesel,15750
Jaguar,XE,Black,2016,Saloon,6797,2.0L,Automatic,Diesel,21000
Jaguar,XE,White,2017,Saloon,14439,2.0L,Automatic,Diesel,18994
Jaguar,XE,Green,2017,Saloon,10078,2.0L,Automatic,Diesel,27750
Jaguar,XE,Black,2016,Saloon,48088,2.0L,Automatic,Diesel,18730
Jaguar,XE,Red,2017,Saloon,5000,2.0L,Automatic,Diesel,26989
Jaguar,XE,Grey,2017,Saloon,5543,2.0L,Automatic,Diesel,26000
Jaguar,XE,White,2017,Saloon,4516,2.0L,Automatic,Diesel,27170
Jaguar,XE,Black,2017,Saloon,13361,2.0L,Automatic,Diesel,21750
Jaguar,XE,White,2015,Saloon,66000,2.0L,Manual,Diesel,14350
Jaguar,XE,Silver,2016,Saloon,4901,3.0L,Automatic,Petrol,30752
Jaguar,XE,Blue,2017,Saloon,19653,2.0L,Automatic,Diesel,21692
Jaguar,XE,Black,2017,Saloon,8802,2.0L,Automatic,Diesel,22990
Jaguar,XE,Silver,2017,Saloon,11896,2.0L,Automatic,Diesel,23990
Jaguar,XE,White,2017,Saloon,18005,2.0L,Automatic,Diesel,25490
Jaguar,XE,Silver,2015,Saloon,27620,2.0L,Automatic,Diesel,15799
Jaguar,XE,Grey,2018,Saloon,100,2.0L,Automatic,Diesel,27000
Jaguar,XE,Black,2016,Saloon,14400,2.0L,Manual,Diesel,16750
Jaguar,XE,Black,2015,Saloon,43000,2.0L,Manual,Diesel,15995
Jaguar,XE,,2016,Saloon,13601,3.0L,Automatic,Petrol,31401
Jaguar,XE,Red,2015,Saloon,36818,2.0L,Automatic,Petrol,17999
Jaguar,XE,Red,2016,Saloon,30000,2.0L,Automatic,Diesel,18995
Jaguar,XE,Blue,2016,Saloon,8403,2.0L,Automatic,Diesel,22500
Jaguar,XE,Blue,2015,Saloon,12000,2.0L,Manual,Diesel,17990
Jaguar,XE,White,2016,Saloon,8727,2.0L,Automatic,Diesel,22000
Jaguar,XE,Black,2017,Saloon,7309,2.0L,Automatic,Diesel,23500
Jaguar,XE,Grey,2017,Saloon,7881,2.0L,Automatic,Diesel,26980
Jaguar,XE,,2017,Saloon,16711,2.0L,Automatic,Diesel,24290
Jaguar,XE,Black,2016,Saloon,6511,2.0L,Automatic,Diesel,24100
Jaguar,XE,White,2016,Saloon,4844,2.0L,Automatic,Diesel,21299
Jaguar,XE,Red,2015,Saloon,53878,2.0L,Manual,Diesel,14514
Jaguar,XE,White,2018,Saloon,5807,2.0L,Automatic,Diesel,24757
Jaguar,XE,Blue,2017,Saloon,7110,2.0L,Automatic,Petrol,26500
Jaguar,XE,Grey,2017,Saloon,12343,2.0L,Automatic,Diesel,20250
Jaguar,XE,Blue,2017,Saloon,10997,2.0L,Automatic,Diesel,23237
Jaguar,XE,Grey,2017,Saloon,9395,2.0L,Automatic,Diesel,27250
Jaguar,XE,Blue,2015,Saloon,20000,2.0L,Automatic,Diesel,18451
Jaguar,XE,Red,2017,Saloon,8733,2.0L,Automatic,Diesel,23000
Jaguar,XE,White,2015,Saloon,13508,2.0L,Automatic,Petrol,19498
Jaguar,XE,Grey,2017,Saloon,9898,2.0L,Automatic,Diesel,22350
Jaguar,XE,White,2015,Saloon,14556,2.0L,Manual,Diesel,17855
Jaguar,XE,Red,2015,Saloon,57895,2.0L,Manual,Diesel,14498
Jaguar,XE,Blue,2016,Saloon,26281,2.0L,Automatic,Diesel,19000
Jaguar,XE,Black,2017,Saloon,22503,2.0L,Automatic,Diesel,21458
Jaguar,XE,Grey,2017,Saloon,11947,2.0L,Automatic,Diesel,20421
Jaguar,XE,Black,2016,Saloon,25000,2.0L,Automatic,Diesel,19999
Jaguar,XE,Black,2015,Saloon,53270,2.0L,Manual,Diesel,13500
Jaguar,XE,Black,2016,Saloon,18250,2.0L,Manual,Diesel,18580
Jaguar,XE,White,2017,Saloon,7182,2.0L,Automatic,Diesel,23950
Jaguar,XE,Grey,2017,Saloon,5239,2.0L,Automatic,Diesel,26490
Jaguar,XE,Blue,2016,Saloon,11038,2.0L,Automatic,Diesel,23490
Jaguar,XE,Blue,2015,Saloon,24834,2.0L,Manual,Diesel,16789
Jaguar,XE,Blue,2016,Saloon,12500,2.0L,Manual,Diesel,20995
Jaguar,XE,White,2017,Saloon,8419,2.0L,Automatic,Diesel,26690
Jaguar,XE,Bronze,2015,Saloon,14279,2.0L,Automatic,Diesel,18495
Jaguar,XE,Black,2017,Saloon,13800,2.0L,Automatic,Diesel,21990
Jaguar,XE,Red,2017,Saloon,8667,2.0L,Automatic,Diesel,26980
Jaguar,XE,White,2015,Saloon,7355,2.0L,Manual,Diesel,20000
Jaguar,XE,White,2016,Saloon,87000,2.0L,Manual,Diesel,14995
Jaguar,XE,Silver,2018,Saloon,1213,2.0L,Automatic,Diesel,28981
Jaguar,XE,Blue,2017,Saloon,12458,2.0L,Automatic,Diesel,24962
Jaguar,XE,White,2017,Saloon,10002,2.0L,Automatic,Diesel,19495
Jaguar,XE,Red,2017,Saloon,8394,2.0L,Automatic,Diesel,23400
Jaguar,XE,Black,2017,Saloon,12000,2.0L,Automatic,Diesel,22990
Jaguar,XE,,2016,Saloon,20154,2.0L,Automatic,Diesel,18444
Jaguar,XE,Red,2018,Saloon,5000,2.0L,Automatic,Diesel,30000
Jaguar,XE,Red,2015,Saloon,27187,2.0L,Manual,Diesel,16598
Jaguar,XE,Black,2017,Saloon,4513,2.0L,Automatic,Petrol,33000
Jaguar,XE,White,2015,Saloon,29185,2.0L,Automatic,Petrol,18495
Jaguar,XE,White,2016,Saloon,17398,2.0L,Automatic,Diesel,21500
Jaguar,XE,Grey,2017,Saloon,8134,2.0L,Automatic,Diesel,24990
Jaguar,XE,Red,2017,Saloon,7152,2.0L,Manual,Diesel,20998
Jaguar,XE,Black,2018,Saloon,3644,2.0L,Automatic,Diesel,26620
Jaguar,XE,Red,2018,Saloon,3535,2.0L,Automatic,Diesel,26750
Jaguar,XE,Blue,2016,Saloon,54077,2.0L,Automatic,Diesel,17188
Jaguar,XE,Green,2015,Saloon,48738,2.0L,Manual,Diesel,17500
Jaguar,XE,Red,2016,Saloon,5751,2.0L,Automatic,Diesel,23000
Jaguar,XE,Black,2017,Saloon,4434,2.0L,Automatic,Diesel,26000
Jaguar,XE,White,2017,Saloon,6642,2.0L,Automatic,Diesel,27200
Jaguar,XE,White,2017,Saloon,6628,2.0L,Automatic,Petrol,26990
Jaguar,XE,,2017,Saloon,8554,3.0L,Automatic,Petrol,30546
Jaguar,XE,White,2015,Saloon,16002,2.0L,Automatic,Petrol,19895
Jaguar,XE,Black,2015,Saloon,23460,2.0L,Automatic,Petrol,18399
Jaguar,XE,Black,2017,Saloon,4389,2.0L,Automatic,Diesel,23999
Jaguar,XE,Blue,2017,Saloon,,2.0L,Automatic,Diesel,29000
Jaguar,XE,Black,2016,Saloon,11457,2.0L,Automatic,Petrol,25490
Jaguar,XE,White,2016,Saloon,14000,2.0L,Automatic,Petrol,22995
Jaguar,XE,Red,2017,Saloon,2536,2.0L,Automatic,Diesel,26000
Jaguar,XE,White,2017,Saloon,11841,2.0L,Automatic,Diesel,24990
Jaguar,XE,Silver,2015,Saloon,25500,2.0L,Automatic,Diesel,20500
Jaguar,XE,Blue,2018,Saloon,15,2.0L,Automatic,Diesel,28950
Jaguar,XE,White,2016,Saloon,39000,2.0L,Manual,Diesel,18990
Jaguar,XE,Black,2016,Saloon,25783,2.0L,Automatic,Diesel,17610
Jaguar,XE,,2017,Saloon,5942,2.0L,Automatic,Diesel,25980
Jaguar,XE,Blue,2015,Saloon,21396,2.0L,Automatic,Diesel,18495
Jaguar,XE,Grey,2016,Saloon,11400,2.0L,Automatic,Petrol,24500
Jaguar,XE,White,2017,Saloon,1000,2.0L,Automatic,Diesel,23500
Jaguar,XE,Blue,2017,Saloon,14834,2.0L,Automatic,Diesel,25961
Jaguar,XE,Blue,2018,Saloon,1869,2.0L,Automatic,Petrol,30990
Jaguar,XE,Red,2015,Saloon,57000,2.0L,Automatic,Diesel,16795
Jaguar,XE,Red,2017,Saloon,8882,2.0L,Automatic,Diesel,27000
Jaguar,XE,Blue,2017,Saloon,7950,2.0L,Automatic,Diesel,27000
Jaguar,XE,Black,2017,Saloon,14658,2.0L,Automatic,Diesel,20870
Jaguar,XE,White,2017,Saloon,4802,2.0L,Automatic,Diesel,26590
Jaguar,XE,White,2018,Saloon,6164,2.0L,Automatic,Petrol,29904
Jaguar,XE,Black,2015,Saloon,51389,2.0L,Automatic,Diesel,14000
Jaguar,XE,White,2016,Saloon,25779,2.0L,Manual,Diesel,16889
Jaguar,XE,White,2017,Saloon,7829,2.0L,Automatic,Diesel,25000
Jaguar,XE,Silver,2015,Saloon,29631,2.0L,Automatic,Diesel,19000
Jaguar,XE,Black,2015,Saloon,38414,2.0L,Manual,Diesel,16999
Jaguar,XE,Grey,2015,Saloon,15071,2.0L,Automatic,Diesel,18801
Jaguar,XE,,2017,Saloon,10695,2.0L,Automatic,Diesel,21000
Jaguar,XE,Grey,2018,Saloon,7560,3.0L,Automatic,Petrol,37990
Jaguar,XE,Grey,2017,Saloon,2000,2.0L,Automatic,Diesel,26990
Jaguar,XE,Grey,2016,Saloon,59160,2.0L,Manual,Diesel,18000
Jaguar,XE,Black,2015,Saloon,17841,2.0L,Automatic,Diesel,20480
Jaguar,XE,Black,2016,Saloon,20000,2.0L,Manual,Diesel,17451
Jaguar,XE,Black,2017,Saloon,12049,2.0L,Automatic,Diesel,20491
Jaguar,XE,Silver,2015,Saloon,8489,2.0L,Automatic,Diesel,17499
Jaguar,XE,Red,2017,Saloon,4217,3.0L,Automatic,Petrol,35950
Jaguar,XE,Red,2017,Saloon,15335,2.0L,Automatic,Diesel,23950
Jaguar,XE,Grey,2015,Saloon,39219,2.0L,Manual,Diesel,17250
Jaguar,XE,Red,2016,Saloon,22139,2.0L,Automatic,Diesel,19990
Jaguar,XE,Black,2018,Saloon,100,2.0L,Automatic,Diesel,26743
Jaguar,XE,Red,2015,Saloon,32151,3.0L,Automatic,Petrol,28890
Jaguar,XE,Blue,2016,Saloon,57885,2.0L,Automatic,Diesel,15295
Jaguar,XE,Grey,2016,Saloon,9758,2.0L,Automatic,Diesel,18995
Jaguar,XE,Red,2015,Saloon,20839,3.0L,Automatic,Petrol,27995
Jaguar,XE,Black,2016,Saloon,15329,2.0L,Automatic,Diesel,21191
Jaguar,XE,White,2018,Saloon,85,3.0L,Automatic,Petrol,38480
Jaguar,XE,White,2015,Saloon,13821,2.0L,Automatic,Diesel,19190
Jaguar,XE,Black,2016,Saloon,14310,2.0L,Automatic,Petrol,19999
Jaguar,XE,Blue,2017,Saloon,4701,2.0L,Automatic,Diesel,25320
Jaguar,XE,Red,2016,Saloon,13479,3.0L,Automatic,Petrol,29950
Jaguar,XE,Black,2017,Saloon,9081,2.0L,Automatic,Diesel,22500
Jaguar,XE,Black,2016,Saloon,16715,2.0L,Automatic,Diesel,19999
Jaguar,XE,Grey,2015,Saloon,29518,2.0L,Automatic,Diesel,17490
Jaguar,XE,Black,2016,Saloon,7292,2.0L,Automatic,Diesel,21913
Jaguar,XE,Green,2015,Saloon,144,2.0L,Manual,Diesel,20000
Jaguar,XE,Black,2015,Saloon,29000,2.0L,Manual,Diesel,17490
Jaguar,XE,Blue,2017,Saloon,4500,2.0L,Automatic,Diesel,28000
Jaguar,XE,Blue,2017,Saloon,8396,2.0L,Automatic,Diesel,24000
Jaguar,XE,Blue,2017,Saloon,9565,2.0L,Automatic,Diesel,23412
Jaguar,XE,Blue,2015,Saloon,60000,2.0L,Manual,Diesel,13990
Jaguar,XE,Blue,2015,Saloon,93000,2.0L,Automatic,Diesel,13599
Jaguar,XE,White,2016,Saloon,15000,2.0L,Automatic,Diesel,18488
Jaguar,XE,Grey,2015,Saloon,19000,2.0L,Manual,Diesel,17998
Jaguar,XE,Red,2017,Saloon,13966,2.0L,Automatic,Diesel,21890
Jaguar,XE,White,2017,Saloon,8721,2.0L,Automatic,Diesel,26990
Jaguar,XE,Red,2016,Saloon,37633,2.0L,Manual,Diesel,17350
Jaguar,XE,Blue,2015,Saloon,21941,2.0L,Automatic,Diesel,19490
Jaguar,XE,White,2018,Saloon,56,2.0L,Manual,Diesel,35000
Jaguar,XE,Red,2016,Saloon,35769,2.0L,Automatic,Diesel,16898
Jaguar,XE,Red,2018,Saloon,4102,2.0L,Automatic,Diesel,25227
Jaguar,XE,White,2015,Saloon,19892,2.0L,Automatic,Diesel,20763
Jaguar,XE,Grey,2015,Saloon,26000,2.0L,Automatic,Petrol,19649
Jaguar,XE,Blue,2015,Saloon,22000,2.0L,Automatic,Diesel,17000
Jaguar,XE,White,2015,Saloon,20010,2.0L,Automatic,Petrol,19699
Jaguar,XE,Grey,2017,Saloon,7550,2.0L,Automatic,Diesel,26999
Jaguar,XE,Silver,2016,Saloon,15897,2.0L,Automatic,Diesel,20800
Jaguar,XE,Black,2016,Saloon,17005,2.0L,Automatic,Diesel,20480
Jaguar,XE,Red,2015,Saloon,14879,2.0L,Manual,Diesel,17741
Jaguar,XE,Red,2017,Saloon,12031,2.0L,Automatic,Diesel,21495
Jaguar,XE,Blue,2017,Saloon,19465,2.0L,Automatic,Diesel,23000
Jaguar,XE,,2017,Saloon,11822,2.0L,Automatic,Diesel,22500
Jaguar,XE,Green,2015,Saloon,28052,2.0L,Automatic,Petrol,19990
Jaguar,XE,Red,2016,Saloon,10807,2.0L,Automatic,Diesel,20341
Jaguar,XE,Silver,2016,Saloon,15645,2.0L,Automatic,Diesel,21498
Jaguar,XE,,2017,Saloon,11972,2.0L,Automatic,Diesel,25000
Jaguar,XE,Blue,2015,Saloon,30738,2.0L,Automatic,Diesel,19995
Jaguar,XE,Blue,2017,Saloon,12024,2.0L,Automatic,Diesel,25990
Jaguar,XE,White,2016,Saloon,43380,2.0L,Manual,Diesel,16922
Jaguar,XE,Silver,2016,Saloon,9601,2.0L,Automatic,Diesel,20517
Jaguar,XE,Grey,2017,Saloon,5978,2.0L,Automatic,Diesel,27444
Jaguar,XE,Blue,2017,Saloon,16267,2.0L,Automatic,Diesel,24990
Jaguar,XE,Black,2016,Saloon,16952,2.0L,Automatic,Diesel,19607
Jaguar,XE,White,2017,Saloon,4325,2.0L,Manual,Diesel,23750
Jaguar,XE,Grey,2016,Saloon,8391,2.0L,Automatic,Diesel,21329
Jaguar,XE,White,2017,Saloon,2000,2.0L,Automatic,Diesel,24900
Jaguar,XE,Grey,2017,Saloon,15267,2.0L,Automatic,Diesel,22990
Jaguar,XE,White,2017,Saloon,5146,2.0L,Automatic,Diesel,24841
Jaguar,XE,Black,2017,Saloon,5272,2.0L,Automatic,Diesel,23001
Jaguar,XE,Blue,2017,Saloon,11180,2.0L,Automatic,Diesel,25521
Jaguar,XE,Black,2017,Saloon,11587,2.0L,Automatic,Diesel,21981
Jaguar,XE,Red,2018,Saloon,3000,2.0L,Automatic,Diesel,33490
Jaguar,XE,White,2015,Saloon,58706,2.0L,Manual,Diesel,15737
Jaguar,XE,Green,2017,Saloon,9791,2.0L,Manual,Diesel,21480
Jaguar,XE,White,2017,Saloon,8613,2.0L,Automatic,Diesel,21940
Jaguar,XE,Red,2016,Saloon,6953,2.0L,Manual,Diesel,19233
Jaguar,XE,Blue,2018,Saloon,286,2.0L,Automatic,Petrol,28444
Jaguar,XE,,2016,Saloon,8555,2.0L,Automatic,Diesel,22390
Jaguar,XE,Green,2016,Saloon,42423,2.0L,Manual,Diesel,17980
Jaguar,XE,Red,2016,Saloon,8622,2.0L,Automatic,Diesel,26500
Jaguar,XE,,2016,Saloon,26000,2.0L,Automatic,Diesel,19995
Jaguar,XE,Blue,2017,Saloon,11356,2.0L,Automatic,Diesel,23871
Jaguar,XE,Grey,2017,Saloon,9702,2.0L,Automatic,Diesel,22640
Jaguar,XE,Blue,2017,Saloon,4621,2.0L,Automatic,Diesel,25480
Jaguar,XE,White,2017,Saloon,4464,2.0L,Automatic,Diesel,27250
Jaguar,XE,White,2017,Saloon,4965,2.0L,Automatic,Diesel,30980
Jaguar,XE,Black,2016,Saloon,10508,3.0L,Automatic,Petrol,29995
Jaguar,XE,,2015,Saloon,27888,2.0L,Automatic,Diesel,19850
Jaguar,XE,Grey,2016,Saloon,21020,2.0L,Automatic,Diesel,18961
Jaguar,XE,Grey,2017,Saloon,560,2.0L,Automatic,Diesel,22677
Jaguar,XE,White,2017,Saloon,4597,2.0L,Automatic,Diesel,23995
Jaguar,XE,Blue,2017,Saloon,8395,3.0L,Automatic,Petrol,37990
Jaguar,XE,Black,2017,Saloon,10771,2.0L,Automatic,Diesel,23467
Jaguar,XE,Blue,2017,Saloon,11526,3.0L,Automatic,Petrol,32160
Jaguar,XE,Red,2016,Saloon,19636,3.0L,Automatic,Petrol,26844
Jaguar,XE,Blue,2017,Saloon,10523,2.0L,Automatic,Diesel,23383
Jaguar,XE,Red,2017,Saloon,7842,2.0L,Automatic,Petrol,28990
Jaguar,XE,Red,2017,Saloon,11524,2.0L,Automatic,Diesel,23980
Jaguar,XE,Black,2015,Saloon,30721,2.0L,Manual,Diesel,15000
Jaguar,XE,White,2016,Saloon,10010,2.0L,Manual,Diesel,20490
Jaguar,XE,Black,2017,Saloon,15500,2.0L,Automatic,Diesel,20995
Jaguar,XE,Grey,2018,Saloon,3119,2.0L,Automatic,Diesel,29980
Jaguar,XE,,2015,Saloon,27348,2.0L,Automatic,Petrol,17980
Jaguar,XE,Black,2017,Saloon,11910,2.0L,Automatic,Diesel,21900
Jaguar,XE,Black,2017,Saloon,10134,2.0L,Automatic,Diesel,22990
Jaguar,XE,Black,2016,Saloon,15889,2.0L,Automatic,Diesel,19844
Jaguar,XE,Grey,2016,Saloon,5876,2.0L,Automatic,Diesel,22290
Jaguar,XE,Red,2016,Saloon,14511,2.0L,Automatic,Petrol,22930
Jaguar,XE,Grey,2018,Saloon,7000,2.0L,Automatic,Diesel,28000
Jaguar,XE,White,2015,Saloon,29303,2.0L,Manual,Diesel,16995
Jaguar,XE,Grey,2018,Saloon,4372,2.0L,Automatic,Diesel,32950
Jaguar,XE,White,2017,Saloon,5000,2.0L,Automatic,Diesel,24989
Jaguar,XE,Blue,2017,Saloon,8536,2.0L,Automatic,Diesel,25117
Jaguar,XE,Black,2015,Saloon,33000,2.0L,Automatic,Petrol,18295
Jaguar,XE,White,2017,Saloon,5000,2.0L,Automatic,Diesel,32989
Jaguar,XE,Black,2017,Saloon,5000,2.0L,Automatic,Petrol,31989
Jaguar,XE,White,2017,Saloon,15,2.0L,Automatic,Diesel,27989
